CustomerKey,Recency,Frequency,Monetary
11012,0.08348794063079777,0.5,0.011667609787376763
11013,0.0027829313543599257,0.5,0.016498948777464394
11014,0.23933209647495363,0.5,0.02011728186208965
11015,0.3339517625231911,0.0,0.36917339779058583
11016,0.313543599257885,0.0,0.3442498939912622
11021,0.3293135435992579,0.0,0.35011250962204743
11022,0.3320964749536178,0.0,0.3427724202939877
11023,0.006493506493506494,0.5,0.017722296998807684
11024,0.15862708719851576,0.5,0.008010862386622365
11036,0.3302411873840445,0.0,0.3476037592840753
11040,0.26437847866419295,0.0,0.34700981485777094
11041,0.33766233766233766,0.0,0.35136983973842806
11042,0.0816326530612245,0.5,0.4595002297471599
11043,0.137291280148423,0.5,0.006750577322847211
11049,0.0705009276437848,0.5,0.011667609787376763
11053,0.33487940630797774,0.0,0.34391007504088905
11062,0.34415584415584416,0.0,0.3471575622274984
11063,0.3395176252319109,0.0,0.3502587795180776
11064,0.3274582560296846,0.0,0.3402163907977028
11065,0.008348794063079777,0.5,0.029590843209013774
11066,0.10760667903525047,0.5,0.011667609787376763
11067,0.0074211502782931356,0.5,0.015285942872002023
11081,0.25510204081632654,0.5,0.015065799291108121
11082,0.06307977736549165,0.5,0.4592756537451742
11083,0.061224489795918366,0.5,0.4631924365166489
11084,0.049165120593692026,0.5,0.4545181884399503
11085,0.00927643784786642,0.5,0.01871515932337615
11086,0.021335807050092765,0.5,0.022333492408001407
11087,0.1456400742115028,0.5,0.029252501732337913
11088,0.0575139146567718,0.5,0.4690225477260941
11089,0.05194805194805195,0.5,0.4707216424779598
11090,0.049165120593692026,1.0,0.9901718449657301
11127,0.09647495361781076,0.5,0.00615958784393741
11128,0.14285714285714285,0.5,0.020928414921893356
11129,0.3423005565862709,0.5,0.8674203752487697
11130,0.03246753246753247,0.0,0.005171157940460765
11133,0.012987012987012988,0.0,0.010293559248911474
11135,0.2504638218923933,0.0,0.34464733441582907
11137,0.0037105751391465678,0.5,0.029590843209013774
11138,0.012987012987012988,0.5,0.0113292683107009
11140,0.2782931354359926,0.0,0.005570075838724882
11141,0.09925788497217068,0.5,0.016498948777464394
11143,0.02319109461966605,0.5,0.0068362707972891325
11144,0.3274582560296846,0.0,0.3542509134481133
11145,0.3274582560296846,0.0,0.3409536501726428
11152,0.3423005565862709,0.0,0.3387403945741256
11153,0.2690166975881262,0.5,0.015879887298306375
11154,0.34137291280148424,0.0,0.34243407881731186
11155,0.3450834879406308,0.0,0.34243407881731186
11156,0.3432282003710575,0.0,0.3527734397508388
11157,0.1150278293135436,0.5,0.005760669945673293
11158,0.3330241187384045,0.0,0.3536584464955062
11159,0.06215213358070501,0.5,0.0068362707972891325
11160,0.30241187384044527,0.0,0.3427724202939877
11161,0.05844155844155844,0.5,0.01354252390921811
11162,0.3051948051948052,0.0,0.34391007504088905
11163,0.14935064935064934,0.5,0.006497929320613271
11164,0.14935064935064934,0.5,0.021049567765069867
11165,0.20593692022263452,0.5,0.014804286446690535
11166,0.0352504638218924,0.5,0.012657517164550682
11167,0.04267161410018553,0.5,0.46156869292334424
11168,0.05380333951762523,0.5,0.4630845809367479
11169,0.10296846011131726,0.5,0.011667609787376763
11170,0.013914656771799629,0.5,0.022891977465571176
11171,0.06215213358070501,1.0,0.9920142546662314
11172,0.0074211502782931356,0.5,0.0187122043759816
11173,0.01855287569573284,0.5,0.014804286446690535
11174,0.15955473098330242,0.5,0.0068362707972891325
11175,0.06586270871985157,1.0,0.9911277704478667
11177,0.08441558441558442,0.5,0.019644490278961813
11178,0.21521335807050093,0.5,0.021049567765069863
11179,0.008348794063079777,0.5,0.018195088581935522
11180,0.10204081632653061,0.5,0.02011728186208965
11181,0.1725417439703154,0.5,0.005760669945673293
11182,0.010204081632653062,0.5,0.011667609787376763
11183,0.19851576994434136,0.5,0.006497929320613271
11184,0.08905380333951762,0.5,0.009745416507222632
11186,0.00927643784786642,0.5,0.005760669945673293
11187,0.14842300556586271,0.5,0.01554154582163051
11188,0.0027829313543599257,0.5,0.011667609787376763
11189,0.3172541743970315,0.5,0.8779045286046295
11190,0.0055658627087198514,0.5,0.006497929320613271
11191,0.06307977736549165,1.0,0.9960078660699644
11192,0.10204081632653061,0.5,0.016498948777464394
11193,0.137291280148423,0.5,0.005760669945673293
11194,0.03339517625231911,0.5,0.015285942872002023
11195,0.07699443413729128,0.5,0.015285942872002023
11196,0.10296846011131726,0.5,0.023638101682694798
11197,0.16419294990723562,0.5,0.030328102583953753
11198,0.3098330241187384,0.5,0.014210342020386185
11199,0.0816326530612245,0.5,0.019127374484915735
11201,0.11688311688311688,0.5,0.02639506760180902
11202,0.10575139146567718,0.5,0.010592008935760924
11204,0.059369202226345084,0.5,0.011078097782164236
11205,0.08998144712430427,0.5,0.005171157940460765
11206,0.21150278293135436,0.5,0.011078097782164236
11207,0.08070500927643785,0.5,0.011078097782164236
11208,0.10946196660482375,0.5,0.01949378796183981
11209,0.0027829313543599257,0.5,0.005171157940460765
11210,0.11966604823747681,0.5,0.010116262405238531
11213,0.11688311688311688,0.5,0.011078097782164236
11214,0.05102040816326531,0.5,0.023638101682694798
11216,0.3172541743970315,0.5,0.8784984730309339
11217,0.30890538033395176,0.5,0.8792386873532685
11218,0.011131725417439703,0.5,0.005509499417136627
11219,0.0018552875695732839,0.5,0.005509499417136627
11220,0.0287569573283859,0.5,0.007083008904733974
11221,0.0816326530612245,0.5,0.006497929320613271
11222,0.04267161410018553,0.5,0.03038720153184473
11224,0.03803339517625232,1.0,0.9874399960994694
11225,0.11966604823747681,0.5,0.010484153355859886
11226,0.26716141001855287,0.5,0.005171157940460765
11227,0.31261595547309834,0.5,0.8728811180338962
11228,0.00463821892393321,0.5,0.011078097782164236
11229,0.0009276437847866419,0.5,0.011667609787376763
11230,0.03246753246753247,0.5,0.007672520909946501
11231,0.0575139146567718,0.5,0.009155904502010105
11232,0.05658627087198516,0.5,0.005509499417136627
11233,0.2031539888682746,0.5,0.026171969073520568
11234,0.10760667903525047,0.5,0.010930350412436786
11235,0.010204081632653062,0.5,0.02011728186208965
11236,0.010204081632653062,0.5,0.016498948777464394
11252,0.02411873840445269,1.0,0.9874355636783776
11254,0.027829313543599257,0.5,0.02979030215814583
11255,0.26716141001855287,0.5,0.016498948777464394
11256,0.08256029684601113,0.5,0.011667609787376763
11257,0.027829313543599257,1.0,0.9862269901940072
11258,0.16883116883116883,0.5,0.006935261535006524
